date,company_id,company_name,channel,impressions,clicks,conversions,cost,revenue_generated,conversion_rate,click_through_rate
2026-01-07,C004,ClearAnalytics,Content,572,23,0,239.98,0.00,0.0000,0.0402
2026-01-07,C004,ClearAnalytics,LinkedIn Ads,206,23,0,280.50,0.00,0.0000,0.1117
2026-01-07,C004,ClearAnalytics,Partnerships,412,23,0,221.52,0.00,0.0000,0.0558
2026-01-07,C004,ClearAnalytics,Outbound Sales,181,20,0,408.00,0.00,0.0000,0.1105
2026-01-07,C004,ClearAnalytics,Referral,380,17,1,154.03,646.82,0.0588,0.0447
2026-01-08,C004,ClearAnalytics,SEO,264,25,1,578.52,699.10,0.0400,0.0947
2026-01-08,C004,ClearAnalytics,Paid Search,758,88,1,908.11,627.73,0.0114,0.1161
2026-01-08,C004,ClearAnalytics,Content,368,9,0,341.85,0.00,0.0000,0.0245
2026-01-08,C004,ClearAnalytics,LinkedIn Ads,361,8,0,399.57,0.00,0.0000,0.0222
2026-01-08,C004,ClearAnalytics,Partnerships,105,7,0,315.56,0.00,0.0000,0.0667
2026-01-08,C004,ClearAnalytics,Outbound Sales,1019,113,1,581.19,717.35,0.0088,0.1109
2026-01-08,C004,ClearAnalytics,Referral,426,43,1,219.40,638.72,0.0233,0.1009
2026-01-09,C004,ClearAnalytics,SEO,310,15,0,127.91,0.00,0.0000,0.0484
2026-01-09,C004,ClearAnalytics,Paid Search,181,21,0,200.79,0.00,0.0000,0.1160
2026-01-09,C004,ClearAnalytics,Content,474,16,0,75.58,0.00,0.0000,0.0338
2026-01-09,C004,ClearAnalytics,LinkedIn Ads,254,4,0,88.35,0.00,0.0000,0.0157
2026-01-09,C004,ClearAnalytics,Partnerships,394,24,0,69.77,0.00,0.0000,0.0609
2026-01-09,C004,ClearAnalytics,Outbound Sales,471,4,0,128.50,0.00,0.0000,0.0085
2026-01-09,C004,ClearAnalytics,Referral,504,22,1,48.51,547.79,0.0455,0.0437
2026-01-10,C004,ClearAnalytics,SEO,543,50,1,431.05,696.50,0.0200,0.0921
2026-01-10,C004,ClearAnalytics,Paid Search,687,47,1,676.63,663.18,0.0213,0.0684
2026-01-10,C004,ClearAnalytics,Content,425,20,0,254.71,0.00,0.0000,0.0471
2026-01-10,C004,ClearAnalytics,LinkedIn Ads,579,24,0,297.72,0.00,0.0000,0.0415
2026-01-10,C004,ClearAnalytics,Partnerships,387,12,0,235.12,0.00,0.0000,0.0310
2026-01-10,C004,ClearAnalytics,Outbound Sales,201,21,0,433.04,0.00,0.0000,0.1045
2026-01-10,C004,ClearAnalytics,Referral,445,61,1,163.46,541.62,0.0164,0.1371
2026-01-11,C004,ClearAnalytics,SEO,421,32,1,403.17,579.11,0.0312,0.0760
2026-01-11,C004,ClearAnalytics,Paid Search,673,56,1,632.87,751.74,0.0179,0.0832
2026-01-11,C004,ClearAnalytics,Content,289,12,0,238.24,0.00,0.0000,0.0415
2026-01-11,C004,ClearAnalytics,LinkedIn Ads,568,5,0,278.46,0.00,0.0000,0.0088
2026-01-11,C004,ClearAnalytics,Partnerships,0,0,0,219.91,0.00,0.0000,0.0000
2026-01-11,C004,ClearAnalytics,Outbound Sales,268,7,0,405.03,0.00,0.0000,0.0261
2026-01-11,C004,ClearAnalytics,Referral,400,20,1,152.90,720.35,0.0500,0.0500
2026-01-12,C004,ClearAnalytics,SEO,474,50,1,568.41,728.39,0.0200,0.1055
2026-01-12,C004,ClearAnalytics,Paid Search,813,34,1,892.24,753.32,0.0294,0.0418
2026-01-12,C004,ClearAnalytics,Content,123,19,0,335.88,0.00,0.0000,0.1545
2026-01-12,C004,ClearAnalytics,LinkedIn Ads,143,23,0,392.59,0.00,0.0000,0.1608
2026-01-12,C004,ClearAnalytics,Partnerships,220,13,0,310.04,0.00,0.0000,0.0591
2026-01-12,C004,ClearAnalytics,Outbound Sales,1123,107,1,571.03,520.39,0.0093,0.0953
2026-01-12,C004,ClearAnalytics,Referral,300,23,1,215.56,528.69,0.0435,0.0767
2026-01-13,C004,ClearAnalytics,SEO,354,24,0,256.55,0.00,0.0000,0.0678
2026-01-13,C004,ClearAnalytics,Paid Search,358,14,0,402.72,0.00,0.0000,0.0391
2026-01-13,C004,ClearAnalytics,Content,115,9,0,151.60,0.00,0.0000,0.0783
2026-01-13,C004,ClearAnalytics,LinkedIn Ads,264,22,0,177.20,0.00,0.0000,0.0833
2026-01-13,C004,ClearAnalytics,Partnerships,215,4,0,139.94,0.00,0.0000,0.0186
2026-01-13,C004,ClearAnalytics,Outbound Sales,0,0,0,257.74,0.00,0.0000,0.0000
2026-01-13,C004,ClearAnalytics,Referral,849,42,2,97.30,1122.09,0.0476,0.0495
2026-01-14,C004,ClearAnalytics,SEO,597,4,0,130.95,0.00,0.0000,0.0067
2026-01-14,C004,ClearAnalytics,Paid Search,578,5,0,205.56,0.00,0.0000,0.0087
2026-01-14,C004,ClearAnalytics,Content,320,10,0,77.38,0.00,0.0000,0.0312
2026-01-14,C004,ClearAnalytics,LinkedIn Ads,227,25,0,90.45,0.00,0.0000,0.1101
2026-01-14,C004,ClearAnalytics,Partnerships,0,0,0,71.43,0.00,0.0000,0.0000
2026-01-14,C004,ClearAnalytics,Outbound Sales,294,7,0,131.56,0.00,0.0000,0.0238
2026-01-14,C004,ClearAnalytics,Referral,259,26,1,49.65,629.34,0.0385,0.1004
2026-01-15,C004,ClearAnalytics,SEO,349,16,0,135.60,0.00,0.0000,0.0458
2026-01-15,C004,ClearAnalytics,Paid Search,320,7,0,212.86,0.00,0.0000,0.0219
2026-01-15,C004,ClearAnalytics,Content,381,17,0,80.13,0.00,0.0000,0.0446
2026-01-15,C004,ClearAnalytics,LinkedIn Ads,394,4,0,93.66,0.00,0.0000,0.0102
2026-01-15,C004,ClearAnalytics,Partnerships,194,14,0,73.97,0.00,0.0000,0.0722
2026-01-15,C004,ClearAnalytics,Outbound Sales,575,6,0,136.23,0.00,0.0000,0.0104
2026-01-15,C004,ClearAnalytics,Referral,275,18,1,51.42,651.91,0.0556,0.0655
2026-01-16,C004,ClearAnalytics,SEO,299,20,0,131.80,0.00,0.0000,0.0669
2026-01-16,C004,ClearAnalytics,Paid Search,504,8,0,206.88,0.00,0.0000,0.0159
2026-01-16,C004,ClearAnalytics,Content,386,16,0,77.88,0.00,0.0000,0.0415
2026-01-16,C004,ClearAnalytics,LinkedIn Ads,603,8,0,91.03,0.00,0.0000,0.0133
2026-01-16,C004,ClearAnalytics,Partnerships,101,15,0,71.89,0.00,0.0000,0.1485
2026-01-16,C004,ClearAnalytics,Outbound Sales,524,2,0,132.40,0.00,0.0000,0.0038
2026-01-16,C004,ClearAnalytics,Referral,278,34,1,49.98,665.27,0.0294,0.1223
2026-01-17,C004,ClearAnalytics,SEO,579,16,0,143.54,0.00,0.0000,0.0276
2026-01-17,C004,ClearAnalytics,Paid Search,415,4,0,225.32,0.00,0.0000,0.0096
2026-01-17,C004,ClearAnalytics,Content,259,19,0,84.82,0.00,0.0000,0.0734
2026-01-17,C004,ClearAnalytics,LinkedIn Ads,368,13,0,99.14,0.00,0.0000,0.0353
2026-01-17,C004,ClearAnalytics,Partnerships,239,11,0,78.30,0.00,0.0000,0.0460
2026-01-17,C004,ClearAnalytics,Outbound Sales,524,9,0,144.21,0.00,0.0000,0.0172
2026-01-17,C004,ClearAnalytics,Referral,478,17,1,54.43,504.83,0.0588,0.0356
2026-01-18,C004,ClearAnalytics,SEO,363,21,0,132.75,0.00,0.0000,0.0579
2026-01-18,C004,ClearAnalytics,Paid Search,294,10,0,208.38,0.00,0.0000,0.0340
2026-01-18,C004,ClearAnalytics,Content,330,2,0,78.44,0.00,0.0000,0.0061
2026-01-18,C004,ClearAnalytics,LinkedIn Ads,480,1,0,91.69,0.00,0.0000,0.0021
2026-01-18,C004,ClearAnalytics,Partnerships,483,19,0,72.41,0.00,0.0000,0.0393
2026-01-18,C004,ClearAnalytics,Outbound Sales,385,14,0,133.37,0.00,0.0000,0.0364
2026-01-18,C004,ClearAnalytics,Referral,290,32,1,50.35,758.72,0.0312,0.1103
2026-01-19,C004,ClearAnalytics,SEO,356,10,0,274.88,0.00,0.0000,0.0281
2026-01-19,C004,ClearAnalytics,Paid Search,173,24,0,431.48,0.00,0.0000,0.1387
2026-01-19,C004,ClearAnalytics,Content,547,11,0,162.43,0.00,0.0000,0.0201
2026-01-19,C004,ClearAnalytics,LinkedIn Ads,432,11,0,189.85,0.00,0.0000,0.0255
2026-01-19,C004,ClearAnalytics,Partnerships,0,0,0,149.93,0.00,0.0000,0.0000
2026-01-19,C004,ClearAnalytics,Outbound Sales,154,25,0,276.15,0.00,0.0000,0.1623
2026-01-19,C004,ClearAnalytics,Referral,536,74,2,104.24,988.12,0.0270,0.1381
2026-01-20,C004,ClearAnalytics,SEO,168,20,0,289.58,0.00,0.0000,0.1190
2026-01-20,C004,ClearAnalytics,Paid Search,259,17,0,454.56,0.00,0.0000,0.0656
2026-01-20,C004,ClearAnalytics,Content,294,19,0,171.12,0.00,0.0000,0.0646
2026-01-20,C004,ClearAnalytics,LinkedIn Ads,249,14,0,200.01,0.00,0.0000,0.0562
2026-01-20,C004,ClearAnalytics,Partnerships,538,16,0,157.95,0.00,0.0000,0.0297
2026-01-20,C004,ClearAnalytics,Outbound Sales,111,12,0,290.92,0.00,0.0000,0.1081
2026-01-20,C004,ClearAnalytics,Referral,693,35,2,109.82,1301.07,0.0571,0.0505
2026-01-21,C004,ClearAnalytics,SEO,258,22,0,247.41,0.00,0.0000,0.0853
2026-01-21,C004,ClearAnalytics,Paid Search,137,17,0,388.36,0.00,0.0000,0.1241
2026-01-21,C004,ClearAnalytics,Content,325,10,0,146.20,0.00,0.0000,0.0308
2026-01-21,C004,ClearAnalytics,LinkedIn Ads,309,7,0,170.88,0.00,0.0000,0.0227
2026-01-21,C004,ClearAnalytics,Partnerships,467,3,0,134.95,0.00,0.0000,0.0064
2026-01-21,C004,ClearAnalytics,Outbound Sales,538,1,0,248.55,0.00,0.0000,0.0019
2026-01-21,C004,ClearAnalytics,Referral,619,71,2,93.83,1427.83,0.0282,0.1147
2026-01-22,C004,ClearAnalytics,SEO,476,22,1,426.57,693.57,0.0455,0.0462
2026-01-22,C004,ClearAnalytics,Paid Search,877,68,1,669.59,760.91,0.0147,0.0775
2026-01-22,C004,ClearAnalytics,Content,550,3,0,252.06,0.00,0.0000,0.0055
2026-01-22,C004,ClearAnalytics,LinkedIn Ads,446,3,0,294.62,0.00,0.0000,0.0067
2026-01-22,C004,ClearAnalytics,Partnerships,407,20,0,232.67,0.00,0.0000,0.0491
2026-01-22,C004,ClearAnalytics,Outbound Sales,111,15,0,428.54,0.00,0.0000,0.1351
2026-01-22,C004,ClearAnalytics,Referral,332,34,1,161.78,502.09,0.0294,0.1024
2026-01-23,C004,ClearAnalytics,SEO,390,20,1,404.78,710.58,0.0500,0.0513
2026-01-23,C004,ClearAnalytics,Paid Search,717,53,1,635.40,716.32,0.0189,0.0739
2026-01-23,C004,ClearAnalytics,Content,269,4,0,239.19,0.00,0.0000,0.0149
2026-01-23,C004,ClearAnalytics,LinkedIn Ads,399,6,0,279.58,0.00,0.0000,0.0150
2026-01-23,C004,ClearAnalytics,Partnerships,0,0,0,220.79,0.00,0.0000,0.0000
2026-01-23,C004,ClearAnalytics,Outbound Sales,501,4,0,406.66,0.00,0.0000,0.0080
2026-01-23,C004,ClearAnalytics,Referral,363,35,1,153.51,536.35,0.0286,0.0964
2026-01-24,C004,ClearAnalytics,SEO,540,45,1,394.34,725.38,0.0222,0.0833
2026-01-24,C004,ClearAnalytics,Paid Search,464,45,1,619.00,489.80,0.0222,0.0970
2026-01-24,C004,ClearAnalytics,Content,464,10,0,233.02,0.00,0.0000,0.0216
2026-01-24,C004,ClearAnalytics,LinkedIn Ads,298,18,0,272.36,0.00,0.0000,0.0604
2026-01-24,C004,ClearAnalytics,Partnerships,185,21,0,215.09,0.00,0.0000,0.1135
2026-01-24,C004,ClearAnalytics,Outbound Sales,318,7,0,396.16,0.00,0.0000,0.0220
2026-01-24,C004,ClearAnalytics,Referral,469,31,1,149.56,757.83,0.0323,0.0661
2026-01-25,C004,ClearAnalytics,SEO,249,21,0,147.80,0.00,0.0000,0.0843
2026-01-25,C004,ClearAnalytics,Paid Search,141,12,0,232.00,0.00,0.0000,0.0851
2026-01-25,C004,ClearAnalytics,Content,348,25,0,87.34,0.00,0.0000,0.0718
2026-01-25,C004,ClearAnalytics,LinkedIn Ads,283,11,0,102.08,0.00,0.0000,0.0389
2026-01-25,C004,ClearAnalytics,Partnerships,550,6,0,80.62,0.00,0.0000,0.0109
2026-01-25,C004,ClearAnalytics,Outbound Sales,449,24,0,148.48,0.00,0.0000,0.0535
2026-01-25,C004,ClearAnalytics,Referral,517,31,1,56.05,729.74,0.0323,0.0600
2026-01-26,C004,ClearAnalytics,SEO,119,13,0,293.67,0.00,0.0000,0.1092
2026-01-26,C004,ClearAnalytics,Paid Search,206,3,0,460.98,0.00,0.0000,0.0146
2026-01-26,C004,ClearAnalytics,Content,177,13,0,173.53,0.00,0.0000,0.0734
2026-01-26,C004,ClearAnalytics,LinkedIn Ads,295,16,0,202.83,0.00,0.0000,0.0542
2026-01-26,C004,ClearAnalytics,Partnerships,465,23,0,160.18,0.00,0.0000,0.0495
2026-01-26,C004,ClearAnalytics,Outbound Sales,452,1,0,295.02,0.00,0.0000,0.0022
2026-01-26,C004,ClearAnalytics,Referral,916,127,2,111.37,1185.46,0.0157,0.1386
2026-01-27,C004,ClearAnalytics,SEO,475,24,1,415.32,606.37,0.0417,0.0505
2026-01-27,C004,ClearAnalytics,Paid Search,423,57,1,651.93,571.26,0.0175,0.1348
2026-01-27,C004,ClearAnalytics,Content,423,14,0,245.42,0.00,0.0000,0.0331
2026-01-27,C004,ClearAnalytics,LinkedIn Ads,416,17,0,286.85,0.00,0.0000,0.0409
2026-01-27,C004,ClearAnalytics,Partnerships,524,24,0,226.54,0.00,0.0000,0.0458
2026-01-27,C004,ClearAnalytics,Outbound Sales,487,7,0,417.24,0.00,0.0000,0.0144
2026-01-27,C004,ClearAnalytics,Referral,443,33,1,157.50,558.06,0.0303,0.0745
2026-01-28,C004,ClearAnalytics,SEO,256,21,0,121.59,0.00,0.0000,0.0820
2026-01-28,C004,ClearAnalytics,Paid Search,220,20,0,190.87,0.00,0.0000,0.0909
2026-01-28,C004,ClearAnalytics,Content,535,7,0,71.85,0.00,0.0000,0.0131
2026-01-28,C004,ClearAnalytics,LinkedIn Ads,431,2,0,83.98,0.00,0.0000,0.0046
2026-01-28,C004,ClearAnalytics,Partnerships,203,8,0,66.32,0.00,0.0000,0.0394
2026-01-28,C004,ClearAnalytics,Outbound Sales,603,25,0,122.15,0.00,0.0000,0.0415
2026-01-28,C004,ClearAnalytics,Referral,317,24,1,46.12,655.75,0.0417,0.0757
2026-01-29,C004,ClearAnalytics,SEO,207,20,0,140.09,0.00,0.0000,0.0966
2026-01-29,C004,ClearAnalytics,Paid Search,608,8,0,219.90,0.00,0.0000,0.0132
2026-01-29,C004,ClearAnalytics,Content,0,0,0,82.78,0.00,0.0000,0.0000
2026-01-29,C004,ClearAnalytics,LinkedIn Ads,542,18,0,96.75,0.00,0.0000,0.0332
2026-01-29,C004,ClearAnalytics,Partnerships,481,17,0,76.41,0.00,0.0000,0.0353
2026-01-29,C004,ClearAnalytics,Outbound Sales,183,3,0,140.73,0.00,0.0000,0.0164
2026-01-29,C004,ClearAnalytics,Referral,285,32,1,53.13,649.37,0.0312,0.1123
2026-01-30,C004,ClearAnalytics,SEO,132,14,0,141.97,0.00,0.0000,0.1061
2026-01-30,C004,ClearAnalytics,Paid Search,127,21,0,222.85,0.00,0.0000,0.1654
2026-01-30,C004,ClearAnalytics,Content,511,9,0,83.89,0.00,0.0000,0.0176
2026-01-30,C004,ClearAnalytics,LinkedIn Ads,453,21,0,98.05,0.00,0.0000,0.0464
2026-01-30,C004,ClearAnalytics,Partnerships,559,10,0,77.44,0.00,0.0000,0.0179
2026-01-30,C004,ClearAnalytics,Outbound Sales,426,17,0,142.63,0.00,0.0000,0.0399
2026-01-30,C004,ClearAnalytics,Referral,475,55,1,53.84,722.24,0.0182,0.1158
2026-01-31,C004,ClearAnalytics,SEO,318,38,1,428.19,741.36,0.0263,0.1195
2026-01-31,C004,ClearAnalytics,Paid Search,594,59,1,672.14,540.88,0.0169,0.0993
2026-01-31,C004,ClearAnalytics,Content,436,11,0,253.02,0.00,0.0000,0.0252
2026-01-31,C004,ClearAnalytics,LinkedIn Ads,106,10,0,295.74,0.00,0.0000,0.0943
2026-01-31,C004,ClearAnalytics,Partnerships,400,17,0,233.56,0.00,0.0000,0.0425
2026-01-31,C004,ClearAnalytics,Outbound Sales,181,6,0,430.17,0.00,0.0000,0.0331
2026-01-31,C004,ClearAnalytics,Referral,429,54,1,162.39,724.30,0.0185,0.1259
2026-02-01,C004,ClearAnalytics,SEO,503,56,1,363.99,570.54,0.0179,0.1113
2026-02-01,C004,ClearAnalytics,Paid Search,439,61,1,571.37,717.12,0.0164,0.1390
2026-02-01,C004,ClearAnalytics,Content,0,0,0,215.09,0.00,0.0000,0.0000
2026-02-01,C004,ClearAnalytics,LinkedIn Ads,537,7,0,251.40,0.00,0.0000,0.0130
2026-02-01,C004,ClearAnalytics,Partnerships,0,0,0,198.54,0.00,0.0000,0.0000
2026-02-01,C004,ClearAnalytics,Outbound Sales,294,18,0,365.68,0.00,0.0000,0.0612
2026-02-01,C004,ClearAnalytics,Referral,504,48,1,138.04,648.08,0.0208,0.0952
2026-02-02,C004,ClearAnalytics,SEO,490,39,1,434.21,737.47,0.0256,0.0796
2026-02-02,C004,ClearAnalytics,Paid Search,553,40,1,681.60,526.64,0.0250,0.0723
2026-02-02,C004,ClearAnalytics,Content,228,17,0,256.58,0.00,0.0000,0.0746
2026-02-02,C004,ClearAnalytics,LinkedIn Ads,418,17,0,299.90,0.00,0.0000,0.0407
2026-02-02,C004,ClearAnalytics,Partnerships,331,22,0,236.84,0.00,0.0000,0.0665
2026-02-02,C004,ClearAnalytics,Outbound Sales,541,15,0,436.22,0.00,0.0000,0.0277
2026-02-02,C004,ClearAnalytics,Referral,548,20,1,164.68,643.55,0.0500,0.0365
2026-02-03,C004,ClearAnalytics,SEO,269,29,1,365.56,559.00,0.0345,0.1078
2026-02-03,C004,ClearAnalytics,Paid Search,413,40,1,573.83,683.54,0.0250,0.0969
2026-02-03,C004,ClearAnalytics,Content,411,14,0,216.01,0.00,0.0000,0.0341
2026-02-03,C004,ClearAnalytics,LinkedIn Ads,512,16,0,252.49,0.00,0.0000,0.0312
2026-02-03,C004,ClearAnalytics,Partnerships,0,0,0,199.40,0.00,0.0000,0.0000
2026-02-03,C004,ClearAnalytics,Outbound Sales,176,24,0,367.25,0.00,0.0000,0.1364
2026-02-03,C004,ClearAnalytics,Referral,408,45,1,138.65,543.20,0.0222,0.1103
2026-02-04,C004,ClearAnalytics,SEO,528,58,1,730.56,514.14,0.0172,0.1098
2026-02-04,C004,ClearAnalytics,Paid Search,675,90,1,1146.77,711.27,0.0111,0.1333
2026-02-04,C004,ClearAnalytics,Content,392,48,1,431.69,516.00,0.0208,0.1224
2026-02-04,C004,ClearAnalytics,LinkedIn Ads,187,15,0,504.58,0.00,0.0000,0.0802
2026-02-04,C004,ClearAnalytics,Partnerships,508,70,1,398.48,512.06,0.0143,0.1378
2026-02-04,C004,ClearAnalytics,Outbound Sales,654,40,1,733.93,506.37,0.0250,0.0612
2026-02-04,C004,ClearAnalytics,Referral,255,3,0,277.06,0.00,0.0000,0.0118
2026-02-05,C004,ClearAnalytics,SEO,258,2,0,254.88,0.00,0.0000,0.0078
2026-02-05,C004,ClearAnalytics,Paid Search,190,11,0,400.09,0.00,0.0000,0.0579
2026-02-05,C004,ClearAnalytics,Content,275,14,0,150.61,0.00,0.0000,0.0509
2026-02-05,C004,ClearAnalytics,LinkedIn Ads,220,17,0,176.04,0.00,0.0000,0.0773
2026-02-05,C004,ClearAnalytics,Partnerships,256,5,0,139.03,0.00,0.0000,0.0195
2026-02-05,C004,ClearAnalytics,Outbound Sales,555,10,0,256.06,0.00,0.0000,0.0180
2026-02-05,C004,ClearAnalytics,Referral,828,62,2,96.66,1499.16,0.0323,0.0749
2026-02-06,C004,ClearAnalytics,SEO,447,1,0,243.25,0.00,0.0000,0.0022
2026-02-06,C004,ClearAnalytics,Paid Search,202,21,0,381.84,0.00,0.0000,0.1040
2026-02-06,C004,ClearAnalytics,Content,501,18,0,143.74,0.00,0.0000,0.0359
2026-02-06,C004,ClearAnalytics,LinkedIn Ads,306,24,0,168.01,0.00,0.0000,0.0784
2026-02-06,C004,ClearAnalytics,Partnerships,119,15,0,132.68,0.00,0.0000,0.1261
2026-02-06,C004,ClearAnalytics,Outbound Sales,389,15,0,244.38,0.00,0.0000,0.0386
2026-02-06,C004,ClearAnalytics,Referral,919,83,2,92.25,1082.79,0.0241,0.0903
2026-02-07,C004,ClearAnalytics,SEO,344,13,1,683.93,502.60,0.0769,0.0378
2026-02-07,C004,ClearAnalytics,Paid Search,490,66,1,1073.57,716.46,0.0152,0.1347
2026-02-07,C004,ClearAnalytics,Content,380,33,1,404.14,629.71,0.0303,0.0868
2026-02-07,C004,ClearAnalytics,LinkedIn Ads,284,14,0,472.37,0.00,0.0000,0.0493
2026-02-07,C004,ClearAnalytics,Partnerships,435,24,1,373.05,646.89,0.0417,0.0552
2026-02-07,C004,ClearAnalytics,Outbound Sales,620,46,1,687.09,521.64,0.0217,0.0742
2026-02-07,C004,ClearAnalytics,Referral,439,21,0,259.37,0.00,0.0000,0.0478
2026-02-08,C004,ClearAnalytics,SEO,292,22,1,730.92,560.70,0.0455,0.0753
2026-02-08,C004,ClearAnalytics,Paid Search,726,79,1,1147.34,574.90,0.0127,0.1088
2026-02-08,C004,ClearAnalytics,Content,446,58,1,431.91,679.70,0.0172,0.1300
2026-02-08,C004,ClearAnalytics,LinkedIn Ads,585,6,0,504.83,0.00,0.0000,0.0103
2026-02-08,C004,ClearAnalytics,Partnerships,563,24,0,398.68,0.00,0.0000,0.0426
2026-02-08,C004,ClearAnalytics,Outbound Sales,638,29,1,734.30,738.07,0.0345,0.0455
2026-02-08,C004,ClearAnalytics,Referral,396,21,1,277.18,535.69,0.0476,0.0530
2026-02-09,C004,ClearAnalytics,SEO,199,8,0,282.30,0.00,0.0000,0.0402
2026-02-09,C004,ClearAnalytics,Paid Search,591,2,0,443.13,0.00,0.0000,0.0034
2026-02-09,C004,ClearAnalytics,Content,317,3,0,166.81,0.00,0.0000,0.0095
2026-02-09,C004,ClearAnalytics,LinkedIn Ads,329,2,0,194.98,0.00,0.0000,0.0061
2026-02-09,C004,ClearAnalytics,Partnerships,146,24,0,153.98,0.00,0.0000,0.1644
2026-02-09,C004,ClearAnalytics,Outbound Sales,428,23,0,283.60,0.00,0.0000,0.0537
2026-02-09,C004,ClearAnalytics,Referral,508,25,2,107.06,1486.95,0.0800,0.0492
2026-02-10,C004,ClearAnalytics,SEO,284,5,0,130.44,0.00,0.0000,0.0176
2026-02-10,C004,ClearAnalytics,Paid Search,381,7,0,204.75,0.00,0.0000,0.0184
2026-02-10,C004,ClearAnalytics,Content,167,21,0,77.08,0.00,0.0000,0.1257
2026-02-10,C004,ClearAnalytics,LinkedIn Ads,469,10,0,90.09,0.00,0.0000,0.0213
2026-02-10,C004,ClearAnalytics,Partnerships,0,0,0,71.15,0.00,0.0000,0.0000
2026-02-10,C004,ClearAnalytics,Outbound Sales,123,7,0,131.04,0.00,0.0000,0.0569
2026-02-10,C004,ClearAnalytics,Referral,272,28,1,49.47,747.71,0.0357,0.1029
2026-02-11,C004,ClearAnalytics,SEO,556,11,0,132.50,0.00,0.0000,0.0198
2026-02-11,C004,ClearAnalytics,Paid Search,234,7,0,207.98,0.00,0.0000,0.0299
2026-02-11,C004,ClearAnalytics,Content,252,8,0,78.29,0.00,0.0000,0.0317
2026-02-11,C004,ClearAnalytics,LinkedIn Ads,514,14,0,91.51,0.00,0.0000,0.0272
2026-02-11,C004,ClearAnalytics,Partnerships,461,20,0,72.27,0.00,0.0000,0.0434
2026-02-11,C004,ClearAnalytics,Outbound Sales,548,14,0,133.11,0.00,0.0000,0.0255
2026-02-11,C004,ClearAnalytics,Referral,389,27,1,50.26,599.45,0.0370,0.0694
2026-02-12,C004,ClearAnalytics,SEO,471,19,0,246.75,0.00,0.0000,0.0403
2026-02-12,C004,ClearAnalytics,Paid Search,414,20,0,387.33,0.00,0.0000,0.0483
2026-02-12,C004,ClearAnalytics,Content,511,9,0,145.81,0.00,0.0000,0.0176
2026-02-12,C004,ClearAnalytics,LinkedIn Ads,534,12,0,170.42,0.00,0.0000,0.0225
2026-02-12,C004,ClearAnalytics,Partnerships,277,21,0,134.59,0.00,0.0000,0.0758
2026-02-12,C004,ClearAnalytics,Outbound Sales,294,12,0,247.89,0.00,0.0000,0.0408
2026-02-12,C004,ClearAnalytics,Referral,689,41,2,93.57,1051.11,0.0488,0.0595
2026-02-13,C004,ClearAnalytics,SEO,512,54,1,414.70,507.60,0.0185,0.1055
2026-02-13,C004,ClearAnalytics,Paid Search,841,106,1,650.96,724.41,0.0094,0.1260
2026-02-13,C004,ClearAnalytics,Content,302,4,0,245.05,0.00,0.0000,0.0132
2026-02-13,C004,ClearAnalytics,LinkedIn Ads,580,14,0,286.42,0.00,0.0000,0.0241
2026-02-13,C004,ClearAnalytics,Partnerships,240,5,0,226.20,0.00,0.0000,0.0208
2026-02-13,C004,ClearAnalytics,Outbound Sales,577,17,0,416.62,0.00,0.0000,0.0295
2026-02-13,C004,ClearAnalytics,Referral,334,41,1,157.27,758.42,0.0244,0.1228
2026-02-14,C004,ClearAnalytics,SEO,105,5,0,143.29,0.00,0.0000,0.0476
2026-02-14,C004,ClearAnalytics,Paid Search,284,18,0,224.92,0.00,0.0000,0.0634
2026-02-14,C004,ClearAnalytics,Content,438,11,0,84.67,0.00,0.0000,0.0251
2026-02-14,C004,ClearAnalytics,LinkedIn Ads,492,9,0,98.97,0.00,0.0000,0.0183
2026-02-14,C004,ClearAnalytics,Partnerships,414,6,0,78.16,0.00,0.0000,0.0145
2026-02-14,C004,ClearAnalytics,Outbound Sales,611,25,0,143.95,0.00,0.0000,0.0409
2026-02-14,C004,ClearAnalytics,Referral,517,40,1,54.33,590.18,0.0250,0.0774
2026-02-15,C004,ClearAnalytics,SEO,344,20,0,297.06,0.00,0.0000,0.0581
2026-02-15,C004,ClearAnalytics,Paid Search,557,8,0,466.30,0.00,0.0000,0.0144
2026-02-15,C004,ClearAnalytics,Content,109,19,0,175.53,0.00,0.0000,0.1743
2026-02-15,C004,ClearAnalytics,LinkedIn Ads,489,12,0,205.17,0.00,0.0000,0.0245
2026-02-15,C004,ClearAnalytics,Partnerships,539,25,0,162.03,0.00,0.0000,0.0464
2026-02-15,C004,ClearAnalytics,Outbound Sales,294,17,0,298.43,0.00,0.0000,0.0578
2026-02-15,C004,ClearAnalytics,Referral,660,86,2,112.65,1025.91,0.0233,0.1303
2026-02-16,C004,ClearAnalytics,SEO,263,2,0,120.64,0.00,0.0000,0.0076
2026-02-16,C004,ClearAnalytics,Paid Search,91,2,0,189.38,0.00,0.0000,0.0220
2026-02-16,C004,ClearAnalytics,Content,241,2,0,71.29,0.00,0.0000,0.0083
2026-02-16,C004,ClearAnalytics,LinkedIn Ads,198,10,0,83.33,0.00,0.0000,0.0505
2026-02-16,C004,ClearAnalytics,Partnerships,272,2,0,65.81,0.00,0.0000,0.0074
2026-02-16,C004,ClearAnalytics,Outbound Sales,302,7,0,121.20,0.00,0.0000,0.0232
2026-02-16,C004,ClearAnalytics,Referral,273,18,1,45.74,542.65,0.0556,0.0659
